MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,D1_Mean,D1_Std,D2_Mean,D2_Std,D3_Mean,D3_Std,A3_Mean,A3_Std,RMS_Envelope_Mean,Hilbert_Envelope_Mean
-94.16006219012465,62.30525380049275,-23.72094801562152,56.1817837644814,-29.650897496710346,54.165993141466956,-7.5419833244079255,17.21891810550782,-5.278320902792395,29.262569389889258,-9.652429757007056,21.04133877565247,-14.53283551377394,6716.481163877863,4888.75819923453,12241.27132196162,0.1109512426705757,0.11930448561906815,5.3654114429064406e-06,0.0018628474960058498,6.214324504944901e-06,0.1392115874052642,-0.00036796770633128504,0.056353261671927855,-0.0003570333941525798,0.2777238978719011,0.11831570416688919,0.14471088349819183
