Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
7.520092465926796876e+01,6.847602800656887867e-02,9.367449304804810195e-01,0.000000000000000000e+00,5.826710888022929430e+04,7.416377192491164116e+00,1.000000000000000000e+00,7.600000000000000000e+01
