Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
5.361138605764560339e+01,3.216762722559655258e-02,3.757689520029162678e-01,0.000000000000000000e+00,9.394615677040868832e+03,7.782554202285583145e+00,1.000000000000000000e+00,1.000000000000000000e+00
