Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
3.342125443850698048e+02,2.218495568009243996e-02,1.632262383145053120e+00,0.000000000000000000e+00,1.760055693997917988e+05,4.165768602241270990e+00,1.000000000000000000e+00,1.000000000000000000e+00
