Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.298989089376935624e+02,6.081479429978726980e-02,8.229764252505111788e-01,0.000000000000000000e+00,4.497861840092362399e+04,7.629245887997148756e+00,1.000000000000000000e+00,1.000000000000000000e+00
