MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,D1_Mean,D1_Std,D2_Mean,D2_Std,D3_Mean,D3_Std,A3_Mean,A3_Std,RMS_Envelope_Mean,Hilbert_Envelope_Mean
-169.18575162883673,67.51192264372939,-22.976462542529266,47.71409979937906,16.577278101791684,42.31602202640457,1.4302975054162486,10.040193516837835,22.62642506462637,26.28981758771465,4.604367781179401,15.41980393853443,7.375428563819932,4792.307006077756,4741.5287482819,9489.289045842217,0.040817813832622604,0.14161740243434906,-9.061017419393315e-06,0.01497160067549492,-0.00013859042688494218,0.07416164196879632,0.00016391771669042987,0.057830792457965026,-0.0027032262799817747,0.4106751234162311,0.13844414055347443,0.17711813747882843
