Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
4.070408530363733490e+01,2.614204636119962094e-02,3.783294187022838706e-01,0.000000000000000000e+00,9.498939683701439208e+03,7.492735541333689575e+00,0.000000000000000000e+00,1.000000000000000000e+00
