Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.130286766318226000e+03,5.073201926076223445e-02,5.371673968483044348e+00,0.000000000000000000e+00,1.906006042749251006e+06,3.221640226564782328e+00,1.000000000000000000e+00,1.000000000000000000e+00
