Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
5.323033255009760296e+02,5.056962050541324860e-02,3.349572725792059114e+00,0.000000000000000000e+00,7.412147398464771686e+05,4.228648541577587849e+00,1.000000000000000000e+00,1.000000000000000000e+00
