Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.113933832969582454e+03,4.353745348899094175e-02,5.192120968058508979e+00,0.000000000000000000e+00,1.780682074116586475e+06,2.842541011492271785e+00,1.000000000000000000e+00,1.000000000000000000e+00
