Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
6.103144026352888574e+01,7.147199126166495220e-02,6.768818978817896514e-01,0.000000000000000000e+00,3.059900563829896419e+04,7.923068174402764896e+00,1.000000000000000000e+00,2.800000000000000000e+01
