Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
4.069657597009018701e+01,2.613519762838971763e-02,3.782744766280674575e-01,0.000000000000000000e+00,9.496170419521618896e+03,7.492570914605438226e+00,0.000000000000000000e+00,1.000000000000000000e+00
