Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
8.147536476294168040e+01,4.136547096909154453e-02,9.136945937270071205e-01,0.000000000000000000e+00,5.525321914116097469e+04,5.792797183798588101e+00,4.000000000000000000e+00,4.000000000000000000e+00
