MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,D1_Mean,D1_Std,D2_Mean,D2_Std,D3_Mean,D3_Std,A3_Mean,A3_Std,RMS_Envelope_Mean,Hilbert_Envelope_Mean
-113.32045963665354,54.56041301998801,-6.734870228859577,48.93059031777922,-24.272431167410165,37.38887100634761,3.3490133149634325,4.145941853639514,5.672378026385562,21.573123385369556,-7.828943807839121,18.539179229168088,2.435061662592191,6763.868225121559,5019.670614533203,12098.147654584222,0.09056524020522388,0.10554466396570206,2.427055605770548e-05,0.008561197813219137,0.0002070818382735038,0.1265732403424919,0.0001279341177313326,0.0806556165243262,-0.0024232609441130846,0.23362829251785247,0.10403144359588623,0.12401007115840912
