Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
2.616963086098916591e+00,7.280761186831574694e-03,5.147207980825501544e-02,0.000000000000000000e+00,1.784897927339841601e+02,8.250937465091777057e+00,1.000000000000000000e+00,1.710000000000000000e+02
