Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
2.954349730171628963e+01,1.540280294145745209e-02,2.306544032535944866e-01,0.000000000000000000e+00,3.529572701499717823e+03,7.735687366197817383e+00,1.000000000000000000e+00,1.000000000000000000e+00
