Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.263290590198526786e+02,4.787090415422625561e-02,8.581631605000130669e-01,0.000000000000000000e+00,4.879274985730000481e+04,7.179697388811081993e+00,0.000000000000000000e+00,1.000000000000000000e+00
