mfcc100_mean_0,mfcc100_mean_1,mfcc100_mean_2,mfcc100_mean_3,mfcc100_mean_4,mfcc100_mean_0,mfcc100_mean_1,mfcc100_mean_2,mfcc100_mean_3,mfcc100_mean_4,mfcc100_mean_5,mfcc100_mean_6,mfcc100_mean_7,mfcc100_mean_8,mfcc100_mean_9,mfcc100_mean_10,mfcc100_mean_11,mfcc100_mean_12,mfcc100_mean_0,mfcc100_mean_1,mfcc100_mean_2,mfcc100_mean_3,mfcc100_mean_4,mfcc100_mean_5,mfcc100_mean_6,mfcc100_mean_7,mfcc100_mean_8,mfcc100_mean_9,mfcc100_mean_10,mfcc100_mean_11,mfcc100_mean_12,mfcc100_mean_13,mfcc100_mean_14,mfcc100_mean_15,mfcc100_mean_16,mfcc100_mean_17,mfcc100_mean_18,mfcc100_mean_19
-111.4835930401242,139.44679217029056,-49.75456180437809,26.267788463110616,-1.6930974759498512,-63.6618285082736,137.01376865663383,-49.092094944191125,25.02925359164838,-3.0940490232159443,19.338959963339203,6.8409433300362235,12.88129815105434,-4.762291951826426,10.453625489598831,-12.69793015808371,8.953578020937131,-6.998507993448728,-32.054934145102095,135.4336218576496,-48.653329918295405,24.251760756185302,-3.2017526737016833,19.139836593305475,6.3250186172145835,12.094977327407607,-5.627017124162074,9.613639491254382,-12.577735453845307,8.592059821945064,-5.866005058403889,6.031255087473085,-1.609259063330527,7.884481531331732,2.528193752057048,8.638469317731422,3.001483723841276,4.524082887641584
