Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
2.195810610667825529e+02,1.838804413357878614e-02,1.163991349684885934e+00,0.000000000000000000e+00,8.951052831748097378e+04,5.470598650521887762e+00,0.000000000000000000e+00,1.000000000000000000e+00
