MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,D1_Mean,D1_Std,D2_Mean,D2_Std,D3_Mean,D3_Std,A3_Mean,A3_Std,RMS_Envelope_Mean,Hilbert_Envelope_Mean
-61.35732201234945,85.39783607425515,-27.33989452008599,69.45340441751064,-23.012224513541774,19.205782363010954,-3.585723972187565,10.120142585799016,-13.954465008755964,29.29866416347598,-7.4577688173758965,29.391435124044335,-6.102499069514867,5455.8079031273455,4633.853589624943,9713.919243070362,0.09753339885394456,0.17556273937225342,-1.9354636166278832e-07,4.753737455649628e-05,0.00028819091551325734,0.12157846824626158,0.0010134877568138817,0.17413724375376363,0.00024671951861624436,0.45586186161822667,0.17550645768642426,0.22287072241306305
