Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.142573121948927792e+03,9.236262997721610135e-02,5.587783805059975073e+00,0.000000000000000000e+00,2.062833035772119416e+06,4.976524205030519177e+00,1.000000000000000000e+00,1.000000000000000000e+00
