Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
1.216740410103467980e+02,1.654149469512039908e-02,8.763867437876373678e-01,0.000000000000000000e+00,5.074725285834840179e+04,4.568073070738529751e+00,1.000000000000000000e+00,1.000000000000000000e+00
