Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
8.761509794288730291e+02,7.362756558981645161e-02,4.857369601014579708e+00,0.000000000000000000e+00,1.558720763874670025e+06,4.583000048023810891e+00,1.000000000000000000e+00,1.000000000000000000e+00
