Max,Mean,Std,Median,Energy,Entropy,MaxFreq1,MaxFreq2
2.093098737873388018e+02,1.903077680867988272e-02,1.076841329345760601e+00,0.000000000000000000e+00,7.661349917903733149e+04,5.459267102417007855e+00,1.000000000000000000e+00,1.000000000000000000e+00
