Time(s),OriginalSignal,AmplitudeEnvelope
6.416666666666666873e-03,2.306518554687500000e-01,8.865199530001978134e-01
6.437499999999999646e-03,2.465515136718750000e-01,8.861554767210867434e-01
6.458333333333333287e-03,2.611999511718750000e-01,8.857910391405084960e-01
6.479166666666666928e-03,2.736511230468750000e-01,8.854266403739785574e-01
6.499999999999999702e-03,2.886657714843750000e-01,8.850622805369102730e-01
6.520833333333333343e-03,3.046264648437500000e-01,8.846979597446219534e-01
6.541666666666666984e-03,2.947692871093750000e-01,8.843336781123496415e-01
6.562499999999999757e-03,2.566528320312500000e-01,8.839694357552589921e-01
6.583333333333333398e-03,2.015380859375000000e-01,8.836052327884580393e-01
6.604166666666667039e-03,1.216125488281250000e-01,8.832410693270071889e-01
6.624999999999999813e-03,7.333374023437500000e-02,8.828769454859213273e-01
6.645833333333333454e-03,6.109619140625000000e-02,8.825128613801660471e-01
6.666666666666667095e-03,5.072021484375000000e-02,8.821488171246475440e-01
6.687499999999999868e-03,5.673217773437500000e-02,8.817848128342011815e-01
6.708333333333333509e-03,6.051635742187500000e-02,8.814208486235840523e-01
6.729166666666666283e-03,5.899047851562500000e-02,8.810569246074699823e-01
6.749999999999999924e-03,7.342529296875000000e-02,8.806930409004468663e-01
6.770833333333333565e-03,9.970092773437500000e-02,8.803291976170158906e-01
6.791666666666666338e-03,1.065673828125000000e-01,8.799653948715924212e-01
6.812499999999999979e-03,9.429931640625000000e-02,8.796016327785126654e-01
6.833333333333333620e-03,7.522583007812500000e-02,8.792379114520436634e-01
6.854166666666666394e-03,4.177856445312500000e-02,8.788742310063957230e-01
6.875000000000000035e-03,-5.737304687500000000e-03,8.785105915557341882e-01
6.895833333333333676e-03,-6.817626953125000000e-02,8.781469932141903190e-01
6.916666666666666449e-03,-1.524047851562500000e-01,8.777834360958729487e-01
6.937500000000000090e-03,-2.599487304687500000e-01,8.774199203148776993e-01
6.958333333333333731e-03,-3.232116699218750000e-01,8.770564459852919770e-01
6.979166666666666505e-03,-3.381042480468750000e-01,8.766930132211929738e-01
7.000000000000000146e-03,-3.388977050781250000e-01,8.763296221366343453e-01
7.020833333333332919e-03,-3.079223632812500000e-01,8.759662728456285574e-01
7.041666666666666560e-03,-2.878723144531250000e-01,8.756029654621281244e-01
7.062500000000000201e-03,-2.824707031250000000e-01,8.752397001000085108e-01
7.083333333333332975e-03,-2.556457519531250000e-01,8.748764768730553643e-01
7.104166666666666616e-03,-2.169494628906250000e-01,8.745132958949536350e-01
7.125000000000000257e-03,-1.936340332031250000e-01,8.741501572792749197e-01
7.145833333333333030e-03,-1.839904785156250000e-01,8.737870611394693565e-01
7.166666666666666671e-03,-1.818542480468750000e-01,8.734240075888617394e-01
7.187500000000000312e-03,-1.936950683593750000e-01,8.730609967406506300e-01
7.208333333333333086e-03,-1.881408691406250000e-01,8.726980287079083576e-01
7.229166666666666727e-03,-1.638183593750000000e-01,8.723351036035812411e-01
7.250000000000000368e-03,-1.416320800781250000e-01,8.719722215404850374e-01
7.270833333333333141e-03,-1.144714355468750000e-01,8.716093826313010551e-01
7.291666666666666782e-03,-1.389770507812500000e-01,8.712465869885768210e-01
7.312500000000000423e-03,-2.227172851562500000e-01,8.708838347247345180e-01
7.333333333333333197e-03,-2.595214843750000000e-01,8.705211259520848621e-01
7.354166666666666838e-03,-2.583618164062500000e-01,8.701584607828354301e-01
7.374999999999999611e-03,-2.680664062500000000e-01,8.697958393290906587e-01
7.395833333333333252e-03,-2.692871093750000000e-01,8.694332617028451837e-01
7.416666666666666893e-03,-2.359924316406250000e-01,8.690707280159765125e-01
7.437499999999999667e-03,-1.685485839843750000e-01,8.687082383802330332e-01
7.458333333333333308e-03,-1.402893066406250000e-01,8.683457929072206927e-01
7.479166666666666949e-03,-1.507568359375000000e-01,8.679833917083920047e-01
7.499999999999999722e-03,-1.589050292968750000e-01,8.676210348950466056e-01
7.520833333333333363e-03,-1.808776855468750000e-01,8.672587225783344733e-01
7.541666666666667004e-03,-1.855163574218750000e-01,8.668964548692623673e-01
7.562499999999999778e-03,-1.672973632812500000e-01,8.665342318786943832e-01
7.583333333333333419e-03,-1.533203125000000000e-01,8.661720537173486223e-01
7.604166666666667060e-03,-1.351623535156250000e-01,8.658099204957935280e-01
7.624999999999999833e-03,-1.235961914062500000e-01,8.654478323244436666e-01
7.645833333333333474e-03,-1.222839355468750000e-01,8.650857893135580623e-01
7.666666666666666248e-03,-1.194458007812500000e-01,8.647237915732421953e-01
7.687499999999999889e-03,-1.185913085937500000e-01,8.643618392134498896e-01
7.708333333333333530e-03,-1.177673339843750000e-01,8.639999323439865320e-01
7.729166666666666304e-03,-1.156005859375000000e-01,8.636380710745117373e-01
7.749999999999999944e-03,-1.160583496093750000e-01,8.632762555145432337e-01
7.770833333333333585e-03,-1.184082031250000000e-01,8.629144857734596386e-01
7.791666666666666359e-03,-1.271972656250000000e-01,8.625527619605063423e-01
7.812500000000000000e-03,-1.435241699218750000e-01,8.621910841848007268e-01
7.833333333333332774e-03,-1.646728515625000000e-01,8.618294525553408247e-01
7.854166666666667282e-03,-1.923217773437500000e-01,8.614678671810129806e-01
7.875000000000000056e-03,-2.242736816406250000e-01,8.611063281706005101e-01
7.895833333333332829e-03,-2.605590820312500000e-01,8.607448356327912498e-01
7.916666666666667337e-03,-3.038024902343750000e-01,8.603833896761873268e-01
7.937500000000000111e-03,-3.537597656250000000e-01,8.600219904093112655e-01
7.958333333333332885e-03,-3.875427246093750000e-01,8.596606379406134257e-01
