Time(s),OriginalSignal,AmplitudeEnvelope
0.000000000000000000e+00,-4.455566406250000000e-01,1.000000000000000000e+00
2.083333333333333264e-05,-4.234008789062500000e-01,9.996297707610151129e-01
4.166666666666666528e-05,-3.689270019531250000e-01,9.992595382172361207e-01
6.250000000000000130e-05,-2.832641601562500000e-01,9.988893025247319590e-01
8.333333333333333055e-05,-1.576232910156250000e-01,9.985190638394634277e-01
1.041666666666666734e-04,1.324462890625000000e-02,9.981488223172384489e-01
1.250000000000000026e-04,6.152343750000000000e-02,9.977785781136820908e-01
1.458333333333333454e-04,-2.462768554687500000e-02,9.974083313842392329e-01
1.666666666666666611e-04,-1.598510742187500000e-01,9.970380822842084267e-01
1.875000000000000039e-04,-3.889770507812500000e-01,9.966678309687880821e-01
2.083333333333333467e-04,-5.014343261718750000e-01,9.962975775931133260e-01
2.291666666666666624e-04,-4.776611328125000000e-01,9.959273223122718788e-01
2.500000000000000052e-04,-4.574584960937500000e-01,9.955570652812998356e-01
2.708333333333333209e-04,-3.870544433593750000e-01,9.951868066551601277e-01
2.916666666666666908e-04,-3.838500976562500000e-01,9.948165465887219838e-01
3.125000000000000065e-04,-4.676513671875000000e-01,9.944462852367510486e-01
3.333333333333333222e-04,-5.381469726562500000e-01,9.940760227539123806e-01
3.541666666666666921e-04,-6.268310546875000000e-01,9.937057592947868834e-01
3.750000000000000078e-04,-6.011352539062500000e-01,9.933354950138862938e-01
3.958333333333333235e-04,-4.381713867187500000e-01,9.929652300656588437e-01
4.166666666666666934e-04,-3.778991699218750000e-01,9.925949646044751606e-01
4.375000000000000091e-04,-3.962097167968750000e-01,9.922246987845986244e-01
4.583333333333333248e-04,-4.275512695312500000e-01,9.918544327601678257e-01
4.791666666666666405e-04,-5.176696777343750000e-01,9.914841666851939017e-01
5.000000000000000104e-04,-5.717468261718750000e-01,9.911139007135738588e-01
5.208333333333333261e-04,-5.866394042968750000e-01,9.907436349991105562e-01
5.416666666666666418e-04,-5.759277343750000000e-01,9.903733696955280275e-01
5.624999999999999575e-04,-5.146484375000000000e-01,9.900031049564813612e-01
5.833333333333333816e-04,-4.639892578125000000e-01,9.896328409355570344e-01
6.041666666666666973e-04,-4.197692871093750000e-01,9.892625777862660286e-01
6.250000000000000130e-04,-3.762817382812500000e-01,9.888923156620362809e-01
6.458333333333333287e-04,-3.465881347656250000e-01,9.885220547162014704e-01
6.666666666666666444e-04,-3.324279785156250000e-01,9.881517951019932466e-01
6.874999999999999601e-04,-3.395996093750000000e-01,9.877815369725337913e-01
7.083333333333333842e-04,-3.199157714843750000e-01,9.874112804808335975e-01
7.291666666666666999e-04,-2.727966308593750000e-01,9.870410257797936904e-01
7.500000000000000156e-04,-2.301025390625000000e-01,9.866707730222081807e-01
7.708333333333333313e-04,-1.815185546875000000e-01,9.863005223607644867e-01
7.916666666666666470e-04,-1.267700195312500000e-01,9.859302739480408917e-01
8.124999999999999627e-04,-6.878662109375000000e-02,9.855600279365016592e-01
8.333333333333333868e-04,-3.662109375000000000e-04,9.851897844784933689e-01
8.541666666666667025e-04,7.800292968750000000e-02,9.848195437262363683e-01
8.750000000000000182e-04,1.076354980468750000e-01,9.844493058318153356e-01
8.958333333333333339e-04,8.404541015625000000e-02,9.840790709471596287e-01
9.166666666666666496e-04,3.475952148437500000e-02,9.837088392240189716e-01
9.374999999999999653e-04,-5.645751953125000000e-02,9.833386108139363646e-01
9.583333333333332810e-04,-1.059570312500000000e-01,9.829683858682278785e-01
9.791666666666665967e-04,-1.069030761718750000e-01,9.825981645379786578e-01
1.000000000000000021e-03,-1.138305664062500000e-01,9.822279469740511360e-01
1.020833333333333228e-03,-1.056518554687500000e-01,9.818577333270920304e-01
1.041666666666666652e-03,-1.271362304687500000e-01,9.814875237475341185e-01
1.062500000000000076e-03,-1.858520507812500000e-01,9.811173183855984581e-01
1.083333333333333284e-03,-2.433166503906250000e-01,9.807471173912971629e-01
1.104166666666666708e-03,-3.114929199218750000e-01,9.803769209144461705e-01
1.124999999999999915e-03,-3.431701660156250000e-01,9.800067291046858919e-01
1.145833333333333339e-03,-3.298950195312500000e-01,9.796365421115026395e-01
1.166666666666666763e-03,-3.033752441406250000e-01,9.792663600842513860e-01
1.187499999999999971e-03,-2.492675781250000000e-01,9.788961831721701978e-01
1.208333333333333395e-03,-1.884765625000000000e-01,9.785260115243918921e-01
1.229166666666666602e-03,-1.235046386718750000e-01,9.781558452899521416e-01
1.250000000000000026e-03,-3.118896484375000000e-02,9.777856846177943595e-01
1.270833333333333233e-03,8.419799804687500000e-02,9.774155296567736961e-01
1.291666666666666657e-03,1.515197753906250000e-01,9.770453805556574833e-01
1.312500000000000082e-03,1.673889160156250000e-01,9.766752374631165745e-01
1.333333333333333289e-03,1.629943847656250000e-01,9.763051005277096905e-01
1.354166666666666713e-03,1.194458007812500000e-01,9.759349698978629917e-01
1.374999999999999920e-03,1.030883789062500000e-01,9.755648457218516478e-01
1.395833333333333344e-03,1.185607910156250000e-01,9.751947281477871821e-01
1.416666666666666768e-03,1.170959472656250000e-01,9.748246173236136958e-01
1.437499999999999976e-03,1.140441894531250000e-01,9.744545133971039830e-01
1.458333333333333400e-03,1.171875000000000000e-01,9.740844165158597523e-01
1.479166666666666607e-03,1.225585937500000000e-01,9.737143268273079633e-01
1.500000000000000031e-03,1.381225585937500000e-01,9.733442444787024916e-01
1.520833333333333239e-03,1.654052734375000000e-01,9.729741696171254617e-01
1.541666666666666663e-03,1.996459960937500000e-01,9.726041023894916870e-01
1.562500000000000087e-03,2.433471679687500000e-01,9.722340429425544439e-01
1.583333333333333294e-03,3.006896972656250000e-01,9.718639914229102450e-01
1.604166666666666718e-03,3.722229003906250000e-01,9.714939479770078323e-01
1.624999999999999925e-03,3.901062011718750000e-01,9.711239127511549496e-01
1.645833333333333350e-03,3.489074707031250000e-01,9.707538858915252256e-01
1.666666666666666774e-03,2.934875488281250000e-01,9.703838675441575079e-01
1.687499999999999981e-03,2.063293457031250000e-01,9.700138578549512003e-01
1.708333333333333405e-03,1.113281250000000000e-01,9.696438569696603782e-01
1.729166666666666612e-03,1.330566406250000000e-02,9.692738650338892370e-01
1.750000000000000036e-03,-1.135559082031250000e-01,9.689038821930890943e-01
1.770833333333333244e-03,-2.632751464843750000e-01,9.685339085925622760e-01
1.791666666666666668e-03,-3.503723144531250000e-01,9.681639443774668896e-01
1.812500000000000092e-03,-3.696899414062500000e-01,9.677939896928239305e-01
1.833333333333333299e-03,-3.570251464843750000e-01,9.674240446835189466e-01
1.854166666666666723e-03,-2.888793945312500000e-01,9.670541094943002625e-01
1.874999999999999931e-03,-2.401733398437500000e-01,9.666841842697744269e-01
1.895833333333333355e-03,-2.149963378906250000e-01,9.663142691543996632e-01
1.916666666666666562e-03,-1.555480957031250000e-01,9.659443642924800955e-01
1.937499999999999986e-03,-7.821655273437500000e-02,9.655744698281615301e-01
1.958333333333333193e-03,-3.353881835937500000e-02,9.652045859054270149e-01
1.979166666666666834e-03,-1.998901367187500000e-02,9.648347126680864028e-01
2.000000000000000042e-03,-2.526855468750000000e-02,9.644648502597598094e-01
2.020833333333333249e-03,-6.213378906250000000e-02,9.640949988238627366e-01
2.041666666666666456e-03,-1.100158691406250000e-01,9.637251585035930823e-01
2.062500000000000097e-03,-1.705932617187500000e-01,9.633553294419264779e-01
2.083333333333333304e-03,-2.660217285156250000e-01,9.629855117816227272e-01
2.104166666666666512e-03,-3.944396972656250000e-01,9.626157056652467903e-01
2.125000000000000153e-03,-4.379272460937500000e-01,9.622459112351990917e-01
2.145833333333333360e-03,-3.896484375000000000e-01,9.618761286337541572e-01
2.166666666666666567e-03,-3.058166503906250000e-01,9.615063580030975832e-01
2.187500000000000208e-03,-1.551208496093750000e-01,9.611365994853520167e-01
2.208333333333333415e-03,-1.477050781250000000e-02,9.607668532225959179e-01
2.229166666666666623e-03,1.095886230468750000e-01,9.603971193568747733e-01
2.249999999999999830e-03,2.832946777343750000e-01,9.600273980302073129e-01
2.270833333333333471e-03,4.895935058593750000e-01,9.596576893845923939e-01
2.291666666666666678e-03,5.972900390625000000e-01,9.592879935620165499e-01
2.312499999999999886e-03,6.014709472656250000e-01,9.589183107044516596e-01
2.333333333333333526e-03,5.524597167968750000e-01,9.585486409538416241e-01
2.354166666666666734e-03,4.150695800781250000e-01,9.581789844520800514e-01
2.374999999999999941e-03,2.812500000000000000e-01,9.578093413409839441e-01
2.395833333333333148e-03,1.542358398437500000e-01,9.574397117622678310e-01
2.416666666666666789e-03,-4.287719726562500000e-02,9.570700958575258932e-01
2.437499999999999997e-03,-2.920837402343750000e-01,9.567004937682265231e-01
2.458333333333333204e-03,-4.542846679687500000e-01,9.563309056357182092e-01
2.479166666666666845e-03,-5.263061523437500000e-01,9.559613316012413042e-01
2.500000000000000052e-03,-5.626525878906250000e-01,9.555917718059422361e-01
2.520833333333333259e-03,-5.272521972656250000e-01,9.552222263908874966e-01
2.541666666666666467e-03,-4.543457031250000000e-01,9.548526954970820713e-01
2.562500000000000108e-03,-3.420410156250000000e-01,9.544831792654878688e-01
2.583333333333333315e-03,-1.460571289062500000e-01,9.541136778370417071e-01
2.604166666666666522e-03,1.312866210937500000e-01,9.537441913526730763e-01
2.625000000000000163e-03,2.860107421875000000e-01,9.533747199533122441e-01
2.645833333333333370e-03,3.082885742187500000e-01,9.530052637798808179e-01
2.666666666666666578e-03,2.974243164062500000e-01,9.526358229732616589e-01
2.687499999999999785e-03,2.006530761718750000e-01,9.522663976742613556e-01
2.708333333333333426e-03,1.311035156250000000e-01,9.518969880235733649e-01
2.729166666666666633e-03,9.777832031250000000e-02,9.515275941617465927e-01
2.749999999999999840e-03,6.512451171875000000e-02,9.511582162291687403e-01
2.770833333333333481e-03,6.387329101562500000e-02,9.507888543660630853e-01
2.791666666666666689e-03,5.422973632812500000e-02,9.504195087124911456e-01
2.812499999999999896e-03,4.010009765625000000e-02,9.500501794083605622e-01
2.833333333333333537e-03,7.186889648437500000e-02,9.496808665934345361e-01
2.854166666666666744e-03,1.471862792968750000e-01,9.493115704073467054e-01
2.874999999999999951e-03,2.005004882812500000e-01,9.489422909896177982e-01
2.895833333333333159e-03,2.380981445312500000e-01,9.485730284796684009e-01
2.916666666666666800e-03,2.956542968750000000e-01,9.482037830168279502e-01
2.937500000000000007e-03,3.619689941406250000e-01,9.478345547403389526e-01
2.958333333333333214e-03,3.950195312500000000e-01,9.474653437893636454e-01
2.979166666666666855e-03,3.943481445312500000e-01,9.470961503029828865e-01
3.000000000000000062e-03,3.916931152343750000e-01,9.467269744201921577e-01
3.020833333333333270e-03,3.777770996093750000e-01,9.463578162798916837e-01
3.041666666666666477e-03,3.565979003906250000e-01,9.459886760208765510e-01
3.062500000000000118e-03,3.320922851562500000e-01,9.456195537818263830e-01
3.083333333333333325e-03,2.962341308593750000e-01,9.452504497012932383e-01
3.104166666666666533e-03,2.511291503906250000e-01,9.448813639176896206e-01
3.125000000000000173e-03,2.215270996093750000e-01,9.445122965692762662e-01
3.145833333333333381e-03,2.091064453125000000e-01,9.441432477941509305e-01
3.166666666666666588e-03,2.043457031250000000e-01,9.437742177302413937e-01
3.187499999999999795e-03,2.142639160156250000e-01,9.434052065153044619e-01
3.208333333333333436e-03,2.161254882812500000e-01,9.430362142869277431e-01
3.229166666666666644e-03,2.089538574218750000e-01,9.426672411825331999e-01
3.249999999999999851e-03,2.103881835937500000e-01,9.422982873393789260e-01
3.270833333333333492e-03,2.156677246093750000e-01,9.419293528945598126e-01
3.291666666666666699e-03,2.237548828125000000e-01,9.415604379850115446e-01
3.312499999999999906e-03,2.367553710937500000e-01,9.411915427475143758e-01
3.333333333333333547e-03,2.519836425781250000e-01,9.408226673186977917e-01
3.354166666666666755e-03,2.698364257812500000e-01,9.404538118350471709e-01
3.374999999999999962e-03,2.956542968750000000e-01,9.400849764329104463e-01
3.395833333333333169e-03,3.295288085937500000e-01,9.397161612485048776e-01
3.416666666666666810e-03,3.695068359375000000e-01,9.393473664179270433e-01
3.437500000000000017e-03,4.169006347656250000e-01,9.389785920771618333e-01
3.458333333333333225e-03,4.565429687500000000e-01,9.386098383620928853e-01
3.479166666666666866e-03,4.870605468750000000e-01,9.382411054085121327e-01
3.500000000000000073e-03,5.168762207031250000e-01,9.378723933521262435e-01
3.520833333333333280e-03,5.419311523437500000e-01,9.375037023285628379e-01
3.541666666666666487e-03,5.507812500000000000e-01,9.371350324733734860e-01
3.562500000000000128e-03,5.422058105468750000e-01,9.367663839220387034e-01
3.583333333333333336e-03,5.177917480468750000e-01,9.363977568099665083e-01
3.604166666666666543e-03,4.736328125000000000e-01,9.360291512724900898e-01
3.625000000000000184e-03,4.409484863281250000e-01,9.356605674448600363e-01
3.645833333333333391e-03,4.210510253906250000e-01,9.352920054622370083e-01
3.666666666666666598e-03,3.949279785156250000e-01,9.349234654596826344e-01
3.687499999999999806e-03,3.699645996093750000e-01,9.345549475721559585e-01
3.708333333333333447e-03,2.989807128906250000e-01,9.341864519345088880e-01
3.729166666666666654e-03,1.760253906250000000e-01,9.338179786814834182e-01
3.749999999999999861e-03,7.913208007812500000e-02,9.334495279477021956e-01
3.770833333333333502e-03,3.051757812500000000e-05,9.330810998676488666e-01
3.791666666666666709e-03,-2.523803710937500000e-02,9.327126945756412102e-01
3.812499999999999917e-03,2.383422851562500000e-02,9.323443122058003851e-01
3.833333333333333124e-03,1.055297851562500000e-01,9.319759528920283920e-01
3.854166666666666765e-03,2.370300292968750000e-01,9.316076167680062969e-01
3.874999999999999972e-03,2.881774902343750000e-01,9.312393039672143269e-01
3.895833333333333180e-03,2.445068359375000000e-01,9.308710146229546289e-01
3.916666666666666387e-03,2.147827148437500000e-01,9.305027488683617065e-01
3.937500000000000028e-03,1.662292480468750000e-01,9.301345068363990887e-01
3.958333333333333669e-03,1.531066894531250000e-01,9.297662886598504484e-01
3.979166666666666442e-03,1.921691894531250000e-01,9.293980944713082781e-01
4.000000000000000083e-03,1.939392089843750000e-01,9.290299244031706705e-01
4.020833333333333724e-03,1.724548339843750000e-01,9.286617785876433162e-01
4.041666666666666498e-03,1.437377929687500000e-01,9.282936571567425021e-01
4.062500000000000139e-03,9.313964843750000000e-02,9.279255602422927796e-01
4.083333333333332912e-03,1.974487304687500000e-02,9.275574879759225233e-01
4.104166666666666553e-03,-7.971191406250000000e-02,9.271894404890551611e-01
4.125000000000000194e-03,-9.277343750000000000e-02,9.268214179129002916e-01
4.145833333333332968e-03,-1.058959960937500000e-02,9.264534203784546840e-01
4.166666666666666609e-03,6.018066406250000000e-02,9.260854480165103819e-01
4.187500000000000250e-03,1.451110839843750000e-01,9.257175009576734670e-01
4.208333333333333023e-03,2.213134765625000000e-01,9.253495793323810448e-01
4.229166666666666664e-03,2.714233398437500000e-01,9.249816832709167880e-01
4.250000000000000305e-03,3.218383789062500000e-01,9.246138129034219277e-01
4.270833333333333079e-03,3.601684570312500000e-01,9.242459683599048015e-01
4.291666666666666720e-03,3.965148925781250000e-01,9.238781497702470702e-01
4.312500000000000361e-03,4.314575195312500000e-01,9.235103572642114900e-01
4.333333333333333134e-03,4.465637207031250000e-01,9.231425909714479072e-01
4.354166666666666775e-03,4.425354003906250000e-01,9.227748510214981437e-01
4.375000000000000416e-03,3.995056152343750000e-01,9.224071375437985498e-01
4.395833333333333190e-03,3.106689453125000000e-01,9.220394506676795610e-01
4.416666666666666831e-03,2.286682128906250000e-01,9.216717905223564822e-01
4.437499999999999604e-03,1.495666503906250000e-01,9.213041572369137233e-01
4.458333333333333245e-03,1.157531738281250000e-01,9.209365509402824834e-01
4.479166666666666886e-03,1.437988281250000000e-01,9.205689717612185463e-01
4.499999999999999660e-03,1.553039550781250000e-01,9.202014198282847390e-01
4.520833333333333301e-03,1.632995605468750000e-01,9.198338952698436044e-01
4.541666666666666942e-03,1.282958984375000000e-01,9.194663982140599545e-01
4.562499999999999716e-03,3.234863281250000000e-02,9.190989287888976511e-01
4.583333333333333356e-03,3.475952148437500000e-02,9.187314871221133883e-01
4.604166666666666997e-03,1.312255859375000000e-01,9.183640733412455903e-01
4.624999999999999771e-03,1.544189453125000000e-01,9.179966875736171872e-01
4.645833333333333412e-03,1.285400390625000000e-01,9.176293299463467168e-01
4.666666666666667053e-03,1.459045410156250000e-01,9.172620005863553194e-01
4.687499999999999827e-03,1.827087402343750000e-01,9.168946996203722888e-01
4.708333333333333467e-03,2.203979492187500000e-01,9.165274271749439539e-01
4.729166666666666241e-03,2.705383300781250000e-01,9.161601833764464464e-01
4.749999999999999882e-03,3.320312500000000000e-01,9.157929683511017993e-01
4.770833333333333523e-03,4.050598144531250000e-01,9.154257822249930454e-01
4.791666666666666297e-03,4.486083984375000000e-01,9.150586251240825364e-01
4.812499999999999938e-03,4.587707519531250000e-01,9.146914971742236000e-01
4.833333333333333579e-03,4.569091796875000000e-01,9.143243985011695329e-01
4.854166666666666352e-03,4.315185546875000000e-01,9.139573292305750440e-01
4.874999999999999993e-03,4.060058593750000000e-01,9.135902894879945890e-01
4.895833333333333634e-03,3.820190429687500000e-01,9.132232793988767083e-01
4.916666666666666408e-03,3.377075195312500000e-01,9.128562990885579209e-01
4.937500000000000049e-03,2.778625488281250000e-01,9.124893486822535094e-01
4.958333333333333690e-03,2.507934570312500000e-01,9.121224283050464177e-01
4.979166666666666463e-03,2.581787109375000000e-01,9.117555380818718191e-01
5.000000000000000104e-03,2.800292968750000000e-01,9.113886781375065693e-01
5.020833333333333745e-03,3.290405273437500000e-01,9.110218485965683177e-01
5.041666666666666519e-03,3.713684082031250000e-01,9.106550495835208370e-01
5.062500000000000160e-03,4.052124023437500000e-01,9.102882812226875675e-01
5.083333333333332933e-03,4.583740234375000000e-01,9.099215436382646072e-01
5.104166666666666574e-03,5.237426757812500000e-01,9.095548369543362544e-01
5.125000000000000215e-03,5.547180175781250000e-01,9.091881612948916613e-01
5.145833333333332989e-03,5.501403808593750000e-01,9.088215167838413766e-01
5.166666666666666630e-03,5.273132324218750000e-01,9.084549035450319998e-01
5.187500000000000271e-03,4.739990234375000000e-01,9.080883217022513998e-01
5.208333333333333044e-03,4.243774414062500000e-01,9.077217713792320453e-01
5.229166666666666685e-03,3.797912597656250000e-01,9.073552526996460088e-01
5.250000000000000326e-03,3.124694824218750000e-01,9.069887657870994158e-01
5.270833333333333100e-03,2.293395996093750000e-01,9.066223107651253388e-01
5.291666666666666741e-03,1.791076660156250000e-01,9.062558877571714744e-01
5.312500000000000382e-03,1.629943847656250000e-01,9.058894968865841557e-01
5.333333333333333155e-03,1.624755859375000000e-01,9.055231382765877024e-01
5.354166666666666796e-03,1.903991699218750000e-01,9.051568120502669901e-01
5.374999999999999570e-03,2.109375000000000000e-01,9.047905183305559040e-01
5.395833333333333211e-03,2.225952148437500000e-01,9.044242572402332314e-01
5.416666666666666852e-03,2.543029785156250000e-01,9.040580289019233273e-01
5.437499999999999625e-03,2.987060546875000000e-01,9.036918334380994455e-01
5.458333333333333266e-03,3.157653808593750000e-01,9.033256709710917320e-01
5.479166666666666907e-03,3.052368164062500000e-01,9.029595416230988825e-01
5.499999999999999681e-03,2.812194824218750000e-01,9.025934455161999104e-01
5.520833333333333322e-03,2.334289550781250000e-01,9.022273827723631401e-01
5.541666666666666963e-03,1.929016113281250000e-01,9.018613535134487602e-01
5.562499999999999736e-03,1.608886718750000000e-01,9.014953578612083795e-01
5.583333333333333377e-03,1.131286621093750000e-01,9.011293959372804752e-01
5.604166666666667018e-03,5.609130859375000000e-02,9.007634678631847303e-01
5.624999999999999792e-03,2.105712890625000000e-02,9.003975737603153728e-01
5.645833333333333433e-03,8.148193359375000000e-03,9.000317137499282971e-01
5.666666666666667074e-03,6.988525390625000000e-03,8.996658879531256314e-01
5.687499999999999847e-03,2.563476562500000000e-02,8.993000964908384187e-01
5.708333333333333488e-03,5.328369140625000000e-02,8.989343394838087420e-01
5.729166666666666262e-03,9.048461914062500000e-02,8.985686170525775118e-01
5.749999999999999903e-03,1.501159667968750000e-01,8.982029293174761397e-01
5.770833333333333544e-03,2.311401367187500000e-01,8.978372763986296468e-01
5.791666666666666317e-03,2.762451171875000000e-01,8.974716584159695421e-01
5.812499999999999958e-03,2.825622558593750000e-01,8.971060754892541400e-01
5.833333333333333599e-03,2.776489257812500000e-01,8.967405277380862128e-01
5.854166666666666373e-03,2.465820312500000000e-01,8.963750152819249806e-01
5.875000000000000014e-03,2.276916503906250000e-01,8.960095382400901087e-01
5.895833333333333655e-03,2.239990234375000000e-01,8.956440967317625956e-01
5.916666666666666428e-03,2.039184570312500000e-01,8.952786908759827744e-01
5.937500000000000069e-03,1.759948730468750000e-01,8.949133207916493138e-01
5.958333333333333710e-03,1.606445312500000000e-01,8.945479865975156653e-01
5.979166666666666484e-03,1.561279296875000000e-01,8.941826884121859553e-01
6.000000000000000125e-03,1.587524414062500000e-01,8.938174263541082132e-01
6.020833333333333766e-03,1.733093261718750000e-01,8.934522005415675983e-01
6.041666666666666539e-03,1.946105957031250000e-01,8.930870110926824035e-01
6.062500000000000180e-03,2.237548828125000000e-01,8.927218581254026120e-01
6.083333333333332954e-03,2.677001953125000000e-01,8.923567417575135607e-01
6.104166666666666595e-03,3.265686035156250000e-01,8.919916621066419360e-01
6.125000000000000236e-03,3.494873046875000000e-01,8.916266192902702059e-01
6.145833333333333010e-03,3.332824707031250000e-01,8.912616134257523859e-01
6.166666666666666650e-03,3.030395507812500000e-01,8.908966446303291375e-01
6.187500000000000291e-03,2.452697753906250000e-01,8.905317130211379828e-01
6.208333333333333065e-03,2.166442871093750000e-01,8.901668187152119716e-01
6.229166666666666706e-03,2.221679687500000000e-01,8.898019618294770172e-01
6.250000000000000347e-03,2.229309082031250000e-01,8.894371424807410165e-01
6.270833333333333121e-03,2.330322265625000000e-01,8.890723607856920729e-01
6.291666666666666761e-03,2.339782714843750000e-01,8.887076168608958326e-01
6.312500000000000402e-03,2.211914062500000000e-01,8.883429108227987037e-01
6.333333333333333176e-03,2.149658203125000000e-01,8.879782427877291884e-01
6.354166666666666817e-03,2.102355957031250000e-01,8.876136128718989937e-01
6.374999999999999591e-03,2.106933593750000000e-01,8.872490211914026981e-01
6.395833333333333232e-03,2.193298339843750000e-01,8.868844678622164190e-01
