Time(s),OriginalSignal,AmplitudeEnvelope
2.395833333333333148e-03,1.084289550781250000e-01,6.607398688159214079e-03
2.416666666666666789e-03,5.673217773437500000e-02,6.666113457288543390e-03
2.437499999999999997e-03,-7.995605468750000000e-03,6.724849555386687786e-03
2.458333333333333204e-03,-5.419921875000000000e-02,6.783606967220959759e-03
2.479166666666666845e-03,-8.178710937500000000e-02,6.842385677709857290e-03
2.500000000000000052e-03,-1.019287109375000000e-01,6.901185671904277660e-03
2.520833333333333259e-03,-1.066284179687500000e-01,6.960006934965746669e-03
2.541666666666666467e-03,-1.201171875000000000e-01,7.018849452144058053e-03
2.562500000000000108e-03,-1.434936523437500000e-01,7.077713208768622415e-03
2.583333333333333315e-03,-1.577758789062500000e-01,7.136598190252343467e-03
2.604166666666666522e-03,-1.680297851562500000e-01,7.195504382096391989e-03
2.625000000000000163e-03,-1.800231933593750000e-01,7.254431769894082935e-03
2.645833333333333370e-03,-1.918945312500000000e-01,7.313380339332061983e-03
2.666666666666666578e-03,-2.044067382812500000e-01,7.372350076196575695e-03
2.687499999999999785e-03,-2.183837890625000000e-01,7.431340966380025302e-03
2.708333333333333426e-03,-2.327880859375000000e-01,7.490352995894986737e-03
2.729166666666666633e-03,-2.481079101562500000e-01,7.549386150886134260e-03
2.749999999999999840e-03,-2.656555175781250000e-01,7.608440417648434234e-03
2.770833333333333481e-03,-2.855529785156250000e-01,7.667515782644735226e-03
2.791666666666666689e-03,-3.145141601562500000e-01,7.726612232533203520e-03
2.812499999999999896e-03,-3.536071777343750000e-01,7.785729754198038137e-03
2.833333333333333537e-03,-3.931274414062500000e-01,7.844868334795092324e-03
2.854166666666666744e-03,-4.345397949218750000e-01,7.904027961799587124e-03
2.874999999999999951e-03,-4.504699707031250000e-01,7.963208623056206720e-03
2.895833333333333159e-03,-4.362182617187500000e-01,8.022410306813988062e-03
2.916666666666666800e-03,-4.051818847656250000e-01,8.081633001734965863e-03
2.937500000000000007e-03,-3.485107421875000000e-01,8.140876696871213528e-03
2.958333333333333214e-03,-3.181457519531250000e-01,8.200141381611769295e-03
2.979166666666666855e-03,-3.179016113281250000e-01,8.259427045616725416e-03
3.000000000000000062e-03,-3.143615722656250000e-01,8.318733678764156023e-03
3.020833333333333270e-03,-3.204345703125000000e-01,8.378061271129541576e-03
3.041666666666666477e-03,-3.082275390625000000e-01,8.437409812986362140e-03
3.062500000000000118e-03,-2.730407714843750000e-01,8.496779294813258318e-03
3.083333333333333325e-03,-2.386474609375000000e-01,8.556169707291044063e-03
3.104166666666666533e-03,-1.975708007812500000e-01,8.615581041277362365e-03
3.125000000000000173e-03,-1.709289550781250000e-01,8.675013287758978620e-03
3.145833333333333381e-03,-1.630554199218750000e-01,8.734466437795714369e-03
3.166666666666666588e-03,-1.580200195312500000e-01,8.793940482461699154e-03
3.187499999999999795e-03,-1.623229980468750000e-01,8.853435412802444782e-03
3.208333333333333436e-03,-1.675415039062500000e-01,8.912951219807991807e-03
3.229166666666666644e-03,-1.722412109375000000e-01,8.972487894401586991e-03
3.249999999999999851e-03,-1.862792968750000000e-01,9.032045427437598167e-03
3.270833333333333492e-03,-2.077026367187500000e-01,9.091623809710748169e-03
3.291666666666666699e-03,-2.124938964843750000e-01,9.151223031978785935e-03
3.312499999999999906e-03,-1.997680664062500000e-01,9.210843084995885138e-03
3.333333333333333547e-03,-1.797790527343750000e-01,9.270483959544840655e-03
3.354166666666666755e-03,-1.461791992187500000e-01,9.330145646451987185e-03
3.374999999999999962e-03,-1.152648925781250000e-01,9.389828136586002294e-03
3.395833333333333169e-03,-8.792114257812500000e-02,9.449531420841808180e-03
3.416666666666666810e-03,-5.065917968750000000e-02,9.509255490111933121e-03
3.437500000000000017e-03,-6.927490234375000000e-03,9.569000335255515438e-03
3.458333333333333225e-03,1.828002929687500000e-02,9.628765947056843605e-03
3.479166666666666866e-03,2.423095703125000000e-02,9.688552316163334677e-03
3.500000000000000073e-03,2.044677734375000000e-02,9.748359433008302669e-03
3.520833333333333280e-03,2.441406250000000000e-04,9.808187287728057854e-03
3.541666666666666487e-03,-1.834106445312500000e-02,9.868035870090044112e-03
3.562500000000000128e-03,-3.472900390625000000e-02,9.927905169457355156e-03
3.583333333333333336e-03,-6.359863281250000000e-02,9.987795174807813023e-03
3.604166666666666543e-03,-1.013793945312500000e-01,1.004770587479242305e-02
3.625000000000000184e-03,-1.351928710937500000e-01,1.010763725780663286e-02
3.645833333333333391e-03,-1.658325195312500000e-01,1.016758931205892502e-02
3.666666666666666598e-03,-1.970520019531250000e-01,1.022756202563224019e-02
3.687499999999999806e-03,-2.259521484375000000e-01,1.028755538654004334e-02
3.708333333333333447e-03,-2.640686035156250000e-01,1.034756938277998917e-02
3.729166666666666654e-03,-3.120117187500000000e-01,1.040760400239297730e-02
3.749999999999999861e-03,-3.617248535156250000e-01,1.046765923353231917e-02
3.770833333333333502e-03,-4.158020019531250000e-01,1.052773506454217876e-02
3.791666666666666709e-03,-4.511413574218750000e-01,1.058783148404105270e-02
3.812499999999999917e-03,-4.646301269531250000e-01,1.064794848100080425e-02
3.833333333333333124e-03,-4.690551757812500000e-01,1.070808604481106145e-02
3.854166666666666765e-03,-4.575805664062500000e-01,1.076824416532545098e-02
3.874999999999999972e-03,-4.385986328125000000e-01,1.082842283289229580e-02
3.895833333333333180e-03,-4.125976562500000000e-01,1.088862203837550821e-02
3.916666666666666387e-03,-3.690185546875000000e-01,1.094884177316888217e-02
3.937500000000000028e-03,-3.090515136718750000e-01,1.100908202919760256e-02
3.958333333333333669e-03,-2.658081054687500000e-01,1.106934279890332308e-02
3.979166666666666442e-03,-2.404479980468750000e-01,1.112962407520749590e-02
4.000000000000000083e-03,-2.174682617187500000e-01,1.118992585146634001e-02
4.020833333333333724e-03,-2.052612304687500000e-01,1.125024812143535745e-02
4.041666666666666498e-03,-1.812133789062500000e-01,1.131059087924845760e-02
4.062500000000000139e-03,-1.434326171875000000e-01,1.137095411941259696e-02
4.083333333333332912e-03,-1.101684570312500000e-01,1.143133783680389155e-02
4.104166666666666553e-03,-7.626342773437500000e-02,1.149174202666225671e-02
4.125000000000000194e-03,-3.640747070312500000e-02,1.155216668457530529e-02
4.145833333333332968e-03,7.873535156250000000e-03,1.161261180645955550e-02
4.166666666666666609e-03,5.780029296875000000e-02,1.167307738853956209e-02
4.187500000000000250e-03,1.142578125000000000e-01,1.173356342731630975e-02
4.208333333333333023e-03,1.268615722656250000e-01,1.179406991951621221e-02
4.229166666666666664e-03,9.118652343750000000e-02,1.185459686200106971e-02
4.250000000000000305e-03,3.182983398437500000e-02,1.191514425163953637e-02
4.270833333333333079e-03,-6.527709960937500000e-02,1.197571208516518687e-02
4.291666666666666720e-03,-1.125488281250000000e-01,1.203630035908496813e-02
4.312500000000000361e-03,-1.022033691406250000e-01,1.209690906968575487e-02
4.333333333333333134e-03,-8.871459960937500000e-02,1.215753821310831297e-02
4.354166666666666775e-03,-4.931640625000000000e-02,1.221818778541885336e-02
4.375000000000000416e-03,-3.311157226562500000e-02,1.227885778264214273e-02
4.395833333333333190e-03,-4.714965820312500000e-02,1.233954820075284890e-02
4.416666666666666831e-03,-4.867553710937500000e-02,1.240025903564900313e-02
4.437499999999999604e-03,-5.010986328125000000e-02,1.246099028312754736e-02
4.458333333333333245e-03,-5.276489257812500000e-02,1.252174193887688539e-02
4.479166666666666886e-03,-5.221557617187500000e-02,1.258251399847031340e-02
4.499999999999999660e-03,-5.715942382812500000e-02,1.264330645736214988e-02
4.520833333333333301e-03,-6.692504882812500000e-02,1.270411931088117306e-02
4.541666666666666942e-03,-7.257080078125000000e-02,1.276495255422734065e-02
4.562499999999999716e-03,-7.504272460937500000e-02,1.282580618247298153e-02
4.583333333333333356e-03,-7.806396484375000000e-02,1.288668019056906332e-02
4.604166666666666997e-03,-8.007812500000000000e-02,1.294757457335233945e-02
4.624999999999999771e-03,-8.337402343750000000e-02,1.300848932555192031e-02
4.645833333333333412e-03,-8.837890625000000000e-02,1.306942444179105302e-02
4.666666666666667053e-03,-9.289550781250000000e-02,1.313037991659339078e-02
4.687499999999999827e-03,-9.744262695312500000e-02,1.319135574438805823e-02
4.708333333333333467e-03,-1.021728515625000000e-01,1.325235191951889407e-02
4.729166666666666241e-03,-1.068420410156250000e-01,1.331336843625340223e-02
4.749999999999999882e-03,-1.118164062500000000e-01,1.337440528879377949e-02
4.770833333333333523e-03,-1.170043945312500000e-01,1.343546247128914704e-02
4.791666666666666297e-03,-1.206054687500000000e-01,1.349653997785104850e-02
4.812499999999999938e-03,-1.224365234375000000e-01,1.355763780256807015e-02
4.833333333333333579e-03,-1.233520507812500000e-01,1.361875593952551963e-02
4.854166666666666352e-03,-1.228027343750000000e-01,1.367989438282062736e-02
4.874999999999999993e-03,-1.218872070312500000e-01,1.374105312658074722e-02
4.895833333333333634e-03,-1.206054687500000000e-01,1.380223216497706087e-02
4.916666666666666408e-03,-1.179504394531250000e-01,1.386343149224039673e-02
4.937500000000000049e-03,-1.141662597656250000e-01,1.392465110267314572e-02
4.958333333333333690e-03,-1.144104003906250000e-01,1.398589099066089268e-02
4.979166666666666463e-03,-1.189880371093750000e-01,1.404715115068107083e-02
5.000000000000000104e-03,-1.256408691406250000e-01,1.410843157731041068e-02
5.020833333333333745e-03,-1.357727050781250000e-01,1.416973226523895839e-02
5.041666666666666519e-03,-1.451416015625000000e-01,1.423105320928945254e-02
5.062500000000000160e-03,-1.535034179687500000e-01,1.429239440444655604e-02
5.083333333333332933e-03,-1.641845703125000000e-01,1.435375584589621001e-02
5.104166666666666574e-03,-1.762695312500000000e-01,1.441513752907573609e-02
5.125000000000000215e-03,-1.645812988281250000e-01,1.447653944973943674e-02
5.145833333333332989e-03,-1.268615722656250000e-01,1.453796160404387770e-02
5.166666666666666630e-03,-7.431030273437500000e-02,1.459940398864242005e-02
5.187500000000000271e-03,3.051757812500000000e-04,1.466086660077765488e-02
5.208333333333333044e-03,7.501220703125000000e-02,1.472234943835684998e-02
5.229166666666666685e-03,1.486206054687500000e-01,1.478385250001337976e-02
5.250000000000000326e-03,2.384948730468750000e-01,1.484537578514995987e-02
5.270833333333333100e-03,3.399353027343750000e-01,1.490691929397890483e-02
5.291666666666666741e-03,4.107055664062500000e-01,1.496848302754986114e-02
5.312500000000000382e-03,4.485778808593750000e-01,1.503006698775248735e-02
5.333333333333333155e-03,4.701232910156250000e-01,1.509167117728276580e-02
5.354166666666666796e-03,4.637451171875000000e-01,1.515329559958365248e-02
5.374999999999999570e-03,4.580688476562500000e-01,1.521494025877351448e-02
5.395833333333333211e-03,4.540100097656250000e-01,1.527660515957307737e-02
5.416666666666666852e-03,4.267883300781250000e-01,1.533829030723862091e-02
5.437499999999999625e-03,3.818969726562500000e-01,1.539999570749548373e-02
5.458333333333333266e-03,3.483886718750000000e-01,1.546172136645874995e-02
5.479166666666666907e-03,3.255310058593750000e-01,1.552346729055213183e-02
5.499999999999999681e-03,3.025512695312500000e-01,1.558523348643670557e-02
5.520833333333333322e-03,2.863769531250000000e-01,1.564701996095812717e-02
5.541666666666666963e-03,2.527770996093750000e-01,1.570882672110459830e-02
5.562499999999999736e-03,2.000732421875000000e-01,1.577065377396778476e-02
5.583333333333333377e-03,1.457824707031250000e-01,1.583250112669273152e-02
5.604166666666667018e-03,8.435058593750000000e-02,1.589436878641047393e-02
5.624999999999999792e-03,4.104614257812500000e-02,1.595625676015632183e-02
5.645833333333333433e-03,2.014160156250000000e-02,1.601816505477801633e-02
5.666666666666667074e-03,5.554199218750000000e-03,1.608009367684181540e-02
5.687499999999999847e-03,4.913330078125000000e-03,1.614204263255642965e-02
5.708333333333333488e-03,7.598876953125000000e-03,1.620401192772651794e-02
5.729166666666666262e-03,1.257324218750000000e-02,1.626600156774613004e-02
5.749999999999999903e-03,3.198242187500000000e-02,1.632801155762434245e-02
5.770833333333333544e-03,6.384277343750000000e-02,1.639004190202253408e-02
5.791666666666666317e-03,6.118774414062500000e-02,1.645209260528480988e-02
5.812499999999999958e-03,2.139282226562500000e-02,1.651416367143799038e-02
5.833333333333333599e-03,-3.427124023437500000e-02,1.657625510416478598e-02
5.854166666666666373e-03,-1.184387207031250000e-01,1.663836690678052385e-02
5.875000000000000014e-03,-1.375732421875000000e-01,1.670049908227132576e-02
5.895833333333333655e-03,-8.334350585937500000e-02,1.676265163339788269e-02
5.916666666666666428e-03,-1.132202148437500000e-02,1.682482456281084518e-02
5.937500000000000069e-03,1.031188964843750000e-01,1.688701787314268385e-02
5.958333333333333710e-03,1.559143066406250000e-01,1.694923156705865561e-02
5.979166666666666484e-03,1.351623535156250000e-01,1.701146564725444441e-02
6.000000000000000125e-03,1.114501953125000000e-01,1.707372011639442591e-02
6.020833333333333766e-03,5.715942382812500000e-02,1.713599497701951205e-02
6.041666666666666539e-03,2.923583984375000000e-02,1.719829023145413513e-02
6.062500000000000180e-03,3.707885742187500000e-02,1.726060588174122695e-02
6.083333333333332954e-03,3.027343750000000000e-02,1.732294192961807144e-02
6.104166666666666595e-03,2.371215820312500000e-02,1.738529837651451096e-02
6.125000000000000236e-03,1.586914062500000000e-03,1.744767522354758599e-02
6.145833333333333010e-03,-4.290771484375000000e-02,1.751007247150900351e-02
6.166666666666666650e-03,-5.126953125000000000e-02,1.757249012086781886e-02
6.187500000000000291e-03,-2.508544921875000000e-02,1.763492817180891889e-02
6.208333333333333065e-03,-1.824951171875000000e-02,1.769738662428429338e-02
6.229166666666666706e-03,-2.111816406250000000e-02,1.775986547805061266e-02
6.250000000000000347e-03,-2.548217773437500000e-02,1.782236473267967067e-02
6.270833333333333121e-03,-4.010009765625000000e-02,1.788488438756642707e-02
6.291666666666666761e-03,-4.312133789062500000e-02,1.794742444194452613e-02
6.312500000000000402e-03,-3.451538085937500000e-02,1.800998489491759461e-02
6.333333333333333176e-03,-3.167724609375000000e-02,1.807256574549889749e-02
6.354166666666666817e-03,-3.067016601562500000e-02,1.813516699265221854e-02
6.374999999999999591e-03,-8.789062500000000000e-03,1.819778863533684857e-02
6.395833333333333232e-03,3.369140625000000000e-02,1.826043067256368294e-02
6.416666666666666873e-03,8.825683593750000000e-02,1.832309310346139086e-02
6.437499999999999646e-03,1.603393554687500000e-01,1.838577592733905627e-02
6.458333333333333287e-03,2.056579589843750000e-01,1.844847914373447945e-02
6.479166666666666928e-03,2.203674316406250000e-01,1.851120275243086852e-02
6.499999999999999702e-03,2.302246093750000000e-01,1.857394675344015492e-02
6.520833333333333343e-03,2.234497070312500000e-01,1.863671114696719561e-02
6.541666666666666984e-03,2.254028320312500000e-01,1.869949593337191796e-02
6.562499999999999757e-03,2.390136718750000000e-01,1.876230111313679366e-02
6.583333333333333398e-03,2.419738769531250000e-01,1.882512668684867274e-02
6.604166666666667039e-03,2.402954101562500000e-01,1.888797265518445817e-02
6.624999999999999813e-03,2.355346679687500000e-01,1.895083901889500419e-02
6.645833333333333454e-03,2.251586914062500000e-01,1.901372577878126385e-02
6.666666666666667095e-03,2.126464843750000000e-01,1.907663293566684917e-02
6.687499999999999868e-03,1.976013183593750000e-01,1.913956049036761795e-02
6.708333333333333509e-03,1.741638183593750000e-01,1.920250844365918239e-02
6.729166666666666283e-03,1.423950195312500000e-01,1.926547679624020931e-02
6.749999999999999924e-03,1.045532226562500000e-01,1.932846554868830266e-02
6.770833333333333565e-03,5.929565429687500000e-02,1.939147470140661911e-02
6.791666666666666338e-03,2.444458007812500000e-02,1.945450425455797633e-02
6.812499999999999979e-03,1.739501953125000000e-03,1.951755420799506507e-02
6.833333333333333620e-03,-1.846313476562500000e-02,1.958062456119395722e-02
6.854166666666666394e-03,-3.125000000000000000e-02,1.964371531321862027e-02
6.875000000000000035e-03,-4.647827148437500000e-02,1.970682646273074975e-02
6.895833333333333676e-03,-6.497192382812500000e-02,1.976995800803004605e-02
6.916666666666666449e-03,-7.754516601562500000e-02,1.983310994710667588e-02
6.937500000000000090e-03,-8.624267578125000000e-02,1.989628227770121049e-02
6.958333333333333731e-03,-8.282470703125000000e-02,1.995947499737501726e-02
6.979166666666666505e-03,-6.506347656250000000e-02,2.002268810358479381e-02
7.000000000000000146e-03,-3.802490234375000000e-02,2.008592159375979791e-02
7.020833333333332919e-03,1.190185546875000000e-03,2.014917546537998982e-02
7.041666666666666560e-03,5.044555664062500000e-02,2.021244971604907112e-02
7.062500000000000201e-03,1.097717285156250000e-01,2.027574434356487626e-02
7.083333333333332975e-03,1.833190917968750000e-01,2.033905934598854298e-02
7.104166666666666616e-03,2.711486816406250000e-01,2.040239472170772561e-02
7.125000000000000257e-03,3.192443847656250000e-01,2.046575046948879983e-02
7.145833333333333030e-03,3.232116699218750000e-01,2.052912658849473035e-02
7.166666666666666671e-03,3.089294433593750000e-01,2.059252307825884185e-02
7.187500000000000312e-03,2.614135742187500000e-01,2.065593993862219549e-02
7.208333333333333086e-03,2.568664550781250000e-01,2.071937716966351303e-02
7.229166666666666727e-03,3.016967773437500000e-01,2.078283477165236703e-02
7.250000000000000368e-03,3.459472656250000000e-01,2.084631274506050166e-02
7.270833333333333141e-03,4.088439941406250000e-01,2.090981109061819040e-02
7.291666666666666782e-03,4.345703125000000000e-01,2.097332980938045391e-02
7.312500000000000423e-03,4.146728515625000000e-01,2.103686890277653432e-02
7.333333333333333197e-03,3.912353515625000000e-01,2.110042837261856194e-02
7.354166666666666838e-03,3.490295410156250000e-01,2.116400822107322721e-02
7.374999999999999611e-03,3.115234375000000000e-01,2.122760845061225782e-02
7.395833333333333252e-03,2.838745117187500000e-01,2.129122906395668549e-02
7.416666666666666893e-03,2.420043945312500000e-01,2.135487006402226468e-02
7.437499999999999667e-03,1.922607421875000000e-01,2.141853145386816634e-02
7.458333333333333308e-03,1.573791503906250000e-01,2.148221323664065152e-02
7.479166666666666949e-03,1.367797851562500000e-01,2.154591541550505626e-02
7.499999999999999722e-03,1.246643066406250000e-01,2.160963799357930315e-02
7.520833333333333363e-03,1.268005371093750000e-01,2.167338097388023244e-02
7.541666666666667004e-03,1.157226562500000000e-01,2.173714435928959798e-02
7.562499999999999778e-03,9.024047851562500000e-02,2.180092815253588390e-02
7.583333333333333419e-03,6.881713867187500000e-02,2.186473235618028449e-02
7.604166666666667060e-03,4.522705078125000000e-02,2.192855697259046485e-02
7.624999999999999833e-03,2.853393554687500000e-02,2.199240200390269878e-02
7.645833333333333474e-03,2.117919921875000000e-02,2.205626745197890662e-02
7.666666666666666248e-03,1.428222656250000000e-02,2.212015331836105977e-02
7.687499999999999889e-03,1.055908203125000000e-02,2.218405960422821857e-02
7.708333333333333530e-03,9.155273437500000000e-03,2.224798631036046040e-02
7.729166666666666304e-03,9.124755859375000000e-03,2.231193343711651567e-02
7.749999999999999944e-03,1.324462890625000000e-02,2.237590098443256736e-02
7.770833333333333585e-03,2.114868164062500000e-02,2.243988895184224203e-02
7.791666666666666359e-03,3.121948242187500000e-02,2.250389733850999274e-02
7.812500000000000000e-03,4.379272460937500000e-02,2.256792614326750060e-02
7.833333333333332774e-03,5.941772460937500000e-02,2.263197536464764056e-02
7.854166666666667282e-03,7.794189453125000000e-02,2.269604500092028618e-02
7.875000000000000056e-03,1.007385253906250000e-01,2.276013505012689647e-02
7.895833333333332829e-03,1.279907226562500000e-01,2.282424551011599453e-02
