f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73
-3.005260348232699243e+02,1.333677035580748793e+02,-7.526459917766698027e+01,-9.146832758209988867e+00,-3.315952862684093105e+01,1.353276864018352343e-01,-1.353179967533991679e+01,-4.805430044320759819e+00,-1.913211964637385876e+01,3.415255936857807928e+00,-1.743787493287146262e+01,1.685077073379088519e+00,-1.552418306820144522e+01,4.521998246100511487e+00,-7.818053427126650412e+00,4.668797372232163845e+00,-7.698202662372420235e+00,-2.103979101561785081e-01,-2.617033740417765486e+00,8.065395688978377109e+00,2.101819199880158084e+00,1.510525441187528184e+00,-4.963782805865178283e+00,7.025933106794306493e-01,1.629338195627286767e+00,7.541859757270782616e+00,3.236481093967908951e+00,2.075810666900916424e+00,2.460466684092487699e-01,1.036446577982676809e+00,4.525146301683647398e-01,3.372145056258117335e-01,3.315438004721563137e-01,5.480352638106985586e-01,5.783568048527019112e-01,4.601586724733245926e-01,4.466413708140201111e-01,3.053935237632530719e-01,2.669390594448053933e-01,3.394373113564553845e-01,4.666711892487848679e-01,6.274089731673933024e-01,2.998771326878764739e+03,3.346613268188717711e+02,7.527001957426486534e-02,1.057898051834260578e+01,1.973827535464473470e+01,1.827986330075869609e-02,1.016115264117142303e+01,2.794132671962485048e+00,4.863414530418510261e-03,1.020213894944344446e+01,5.103630896237297543e-03,1.469765769803340857e-04,5.451820665785787057e+00,-4.815861639032259291e-21,1.367593689225520904e-03,8.837338775624677956e-01,4.829417497647770993e-03,1.354532206253375726e-01,1.254651891219729754e+00,3.187905223544805988e+00,4.079970418978046305e-03,6.143643191706430612e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.503971304560483873e+02,8.351240511324118643e+02,2.600633369515290738e+01,6.355564712798471128e+00
