MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,RMS_Energy,DWT_1_Energy,DWT_1_Std,DWT_1_Entropy,DWT_2_Energy,DWT_2_Std,DWT_2_Entropy,DWT_3_Energy,DWT_3_Std,DWT_3_Entropy,DWT_4_Energy,DWT_4_Std,DWT_4_Entropy,SWT_L1_Mean,SWT_L1_Std,SWT_L1_Energy,SWT_L2_Mean,SWT_L2_Std,SWT_L2_Energy,SWT_L3_Mean,SWT_L3_Std,SWT_L3_Energy,SWT_L4_Mean,SWT_L4_Std,SWT_L4_Energy,SWT_L5_Mean,SWT_L5_Std,SWT_L5_Energy,SWT_L6_Mean,SWT_L6_Std,SWT_L6_Energy,SWT_L7_Mean,SWT_L7_Std,SWT_L7_Energy,Cep_Mean,Cep_Std,Cep_Max,Bispec_Max,Bispec_Mean,Bispec_Std,Bispec_Median,Bispec_Energy,Bispec_Entropy,Bispec_MaxIdx1,Bispec_MaxIdx2
-25.588036088712478,126.64557724096623,-42.98804299873404,26.9670286581591,-4.39486158860249,12.514557320610374,3.2288857920522367,12.663396838237537,-3.7484970186245956,10.710448930754389,-11.481146916320546,11.478704127737037,-4.117083277318029,4.296136141102606,-2.1908692901552085,3.4281754654314684,2.3018797263351938,5.522729761604703,2.440128003625228,2.756226634863953,-1.6877583690152538,2.8628582029550604,-1.760529633504212,1.7204632418722257,-2.76198574466309,-1.183419378999831,-1.330497501079414,-0.7339551694816318,-2.628904202443736,-0.18316762004582368,0.7441349015706807,0.7754914408801551,0.6413970365767714,0.6114583069006846,0.6141182137760874,0.6694737694754072,0.7000636402160421,0.6853988308225819,0.6884426927968411,0.7136716660682906,0.7218511013118422,0.7374546946231925,3848.431890508201,4237.396301151801,7541.88829787234,0.06942424368351063,0.20738498866558075,7473.452162432814,0.557955908414523,9.802437018771052,700.4270169100162,0.17080730043016776,8.934764966378053,192.32416444924783,0.06329552437381539,8.495128623675576,21.623901883251232,0.015008056124719536,7.248932696620663,1.0066022089934753e-17,1.8813325015276614,679567.100410431,-1.7763568394002505e-18,1.5096547406042387,437579.0276791394,-8.141635513917814e-19,0.6814043409814446,89147.88017440453,-5.088522196198634e-20,0.539584757922468,55901.12850859169,4.625929269271486e-19,0.46045511492696906,40707.63126958239,-1.0755285551056204e-19,0.3245844810023304,20228.17637905002,-2.7177334456969976e-20,0.18327542191232307,6449.257013210885,0.04039314773323881,0.2698487521664909,2.5418044791779653,158.27312134103948,0.1559901785662434,1.8998490217539443,0.0,240006.1641265463,7.158227879917869,0.0,1.0
